LOG1;TIPO_ACID;DATA_HORA;DIA_SEM;FERIDOS;MORTES;MORTE_POST;FATAIS;AUTO;TAXI;LOTACAO;ONIBUS_URB;ONIBUS_INT;CAMINHAO;MOTO;CARROCA;BICICLETA;TEMPO;NOITE_DIA;REGIAO
ESTR JOAO ANTONIO SILVEIRA;ATROPELAMENTO;20130203 00:40;DOMINGO;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R VINTE QUATRO DE OUTUBRO;COLISAO;20130203 01:30;DOMINGO;3;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
R PEDRO VELHO;QUEDA;20130203 02:10;DOMINGO;2;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV GETULIO VARGAS;COLISAO;20130203 10:39;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;SUL
AV A J RENNER;ABALROAMENTO;20130203 10:40;DOMINGO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV SEVERO DULLIUS;COLISAO;20130203 11:00;DOMINGO;0;0;0;0;0;2;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV FARRAPOS;ABALROAMENTO;20130203 11:35;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV EDGAR PIRES DE CASTRO;QUEDA;20130203 12:15;DOMINGO;1;1;0;1;0;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R MARCOS MOREIRA;ABALROAMENTO;20130203 12:45;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R CEL CORTE REAL;ABALROAMENTO;20130203 12:50;DOMINGO;0;0;0;0;0;1;0;1;0;0;0;0;0;BOM;DIA;LESTE
AV BALTAZAR DE OLIVEIRA GARCIA;CHOQUE;20130203 15:25;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV BERNARDINO SILVEIRA DE AMORIM;COLISAO;20130203 16:30;DOMINGO;1;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV OSVALDO ARANHA;ABALROAMENTO;20130203 16:50;DOMINGO;1;0;0;0;2;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
R SALDANHA DA GAMA;ABALROAMENTO;20130203 17:50;DOMINGO;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
PCA ALBERTO RAMOS;ABALROAMENTO;20130203 18:10;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV PROTASIO ALVES;COLISAO;20130203 19:30;DOMINGO;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV PROF OSCAR PEREIRA;COLISAO;20130203 19:33;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV CRISTOVAO COLOMBO;ABALROAMENTO;20130203 19:44;DOMINGO;1;0;0;0;1;0;0;0;0;0;0;0;1;BOM;NOITE;NORTE
AV MAUA;COLISAO;20130203 20:40;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
ESTR JOAO ANTONIO SILVEIRA;ABALROAMENTO;20130203 20:50;DOMINGO;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV BERNARDINO DE OLIVEIRA PAIM;QUEDA;20130203 22:30;DOMINGO;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
AV SERTORIO;QUEDA;20130203 23:00;DOMINGO;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
R MARECHAL FLORIANO PEIXOTO;ATROPELAMENTO;20130204 03:45;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;CENTRO
AV IPIRANGA;ABALROAMENTO;20130204 06:15;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV BALTAZAR DE OLIVEIRA GARCIA;CHOQUE;20130204 06:30;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;QUEDA;20130204 06:30;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R JOSE DE ALENCAR;CHOQUE;20130204 06:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV PADRE CACIQUE;ABALROAMENTO;20130204 06:45;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV FARRAPOS;ABALROAMENTO;20130204 07:15;SEGUNDA-FEIRA;0;0;0;0;0;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV BENTO GONCALVES;ABALROAMENTO;20130204 07:20;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV DA SERRARIA;ABALROAMENTO;20130204 07:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
ESTR COSTA GAMA;COLISAO;20130204 07:50;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;1;1;0;0;BOM;DIA;SUL
AV AURELIANO DE FIGUEIREDO PINTO;ABALROAMENTO;20130204 08:10;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R CARAZINHO;COLISAO;20130204 08:25;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV ALBERTO PASQUALINI;ABALROAMENTO;20130204 08:40;SEGUNDA-FEIRA;1;0;0;0;0;1;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV FARRAPOS;COLISAO;20130204 09:20;SEGUNDA-FEIRA;0;0;0;0;0;1;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV FARRAPOS;ABALROAMENTO;20130204 09:30;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;NORTE
AV IPIRANGA;COLISAO;20130204 09:40;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV CRISTOVAO COLOMBO;ABALROAMENTO;20130204 09:55;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV DR NILO PECANHA;COLISAO;20130204 10:00;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV CRISTOVAO COLOMBO;COLISAO;20130204 10:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV PLINIO BRASIL MILANO;COLISAO;20130204 10:06;SEGUNDA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;DIA;NORTE
AV BORGES DE MEDEIROS;ATROPELAMENTO;20130204 10:10;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R PEDRO IVO;ABALROAMENTO;20130204 10:15;SEGUNDA-FEIRA;2;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV PRESIDENTE CASTELO BRANCO;ABALROAMENTO;20130204 10:20;SEGUNDA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV BENNO MENTZ;ABALROAMENTO;20130204 10:40;SEGUNDA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV DO FORTE;COLISAO;20130204 10:45;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV GUIDO MONDIN;ABALROAMENTO;20130204 11:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R MOURA AZEVEDO;ABALROAMENTO;20130204 11:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R ERECHIM;COLISAO;20130204 11:45;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R JOSE DE ALENCAR;COLISAO;20130204 11:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV OTTO NIEMEYER;COLISAO;20130204 11:45;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
R AUXILIADORA;CHOQUE;20130204 13:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV PROF OSCAR PEREIRA;COLISAO;20130204 13:25;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
R GEN NETO;ABALROAMENTO;20130204 13:40;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV PRESIDENTE CASTELO BRANCO;QUEDA;20130204 13:50;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R DONA EUGENIA;COLISAO;20130204 13:53;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV FRANCISCO SILVEIRA BITENCOURT;COLISAO;20130204 14:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R DELEGADO GRANT;ABALROAMENTO;20130204 14:15;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
R TOMAZ FLORES;CHOQUE;20130204 14:25;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;1;0;0;0;BOM;DIA;CENTRO
AV BENTO GONCALVES;ABALROAMENTO;20130204 14:30;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R OSCAR SCHNEIDER;ABALROAMENTO;20130204 14:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV TRAMANDAI;CHOQUE;20130204 14:35;SEGUNDA-FEIRA;0;0;0;0;0;0;0;0;0;1;0;0;0;BOM;DIA;SUL
R CAPITAO ANDRE LAGO PARIS;ABALROAMENTO;20130204 14:59;SEGUNDA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV IPIRANGA;ABALROAMENTO;20130204 15:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R SAO CARLOS;ABALROAMENTO;20130204 15:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV FARRAPOS;CHOQUE;20130204 15:10;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;NORTE
AV PLINIO BRASIL MILANO;COLISAO;20130204 15:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R PROF ANNES DIAS;ABALROAMENTO;20130204 15:15;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV ENG ALFREDO CORREA DAUDT;CHOQUE;20130204 15:25;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV DR NILO PECANHA;COLISAO;20130204 15:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV CEARA;COLISAO;20130204 15:35;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R CASTRO ALVES;ABALROAMENTO;20130204 15:55;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
AV PROTASIO ALVES;COLISAO;20130204 16:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;1;0;0;0;0;0;BOM;DIA;LESTE
AV DR NILO PECANHA;COLISAO;20130204 16:10;SEGUNDA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R DA CONCEICAO;ABALROAMENTO;20130204 16:54;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;CENTRO
R CEL VICENTE;ABALROAMENTO;20130204 17:45;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
R PROF CRISTIANO FISCHER;ATROPELAMENTO;20130204 17:50;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV EDGAR PIRES DE CASTRO;COLISAO;20130204 18:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R DONA MARGARIDA;COLISAO;20130204 18:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV SERTORIO;COLISAO;20130204 18:50;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R TEN ARY TARRAGO;NAO CADASTRADO;20130204 19:10;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;NOITE;NORTE
AV ASSIS BRASIL;COLISAO;20130204 20:00;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R SAO BENEDITO;CHOQUE;20130204 20:25;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV PROTASIO ALVES;ABALROAMENTO;20130204 22:25;SEGUNDA-FEIRA;1;0;0;0;0;0;0;1;0;0;1;0;0;BOM;NOITE;LESTE
AV BENTO GONCALVES;ATROPELAMENTO;20130204 22:40;SEGUNDA-FEIRA;1;0;0;0;0;1;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV DA CAVALHADA;COLISAO;20130205 00:30;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
ESTR JOAO DE OLIVEIRA REMIAO;CHOQUE;20130205 02:15;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV PROF OSCAR PEREIRA;EVENTUAL;20130205 05:40;TERCA-FEIRA;0;0;0;0;0;1;0;0;0;0;0;0;0;BOM;NOITE;SUL
R DE LA GRANGE;CHOQUE;20130205 06:30;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV BENTO GONCALVES;ABALROAMENTO;20130205 07:30;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV A J RENNER;CHOQUE;20130205 07:35;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;COLISAO;20130205 07:47;TERCA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R COMENDADOR AZEVEDO;CHOQUE;20130205 08:20;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R DR RAUL MOREIRA;COLISAO;20130205 08:20;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R JOAO PARIS;ABALROAMENTO;20130205 08:25;TERCA-FEIRA;0;0;0;0;0;0;0;1;0;1;0;0;0;BOM;DIA;NORTE
R FURRIEL LUIZ ANTONIO DE VARGAS;ABALROAMENTO;20130205 08:40;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV BORGES DE MEDEIROS;CHOQUE;20130205 08:40;TERCA-FEIRA;0;0;0;0;0;0;0;0;0;1;0;0;0;BOM;DIA;CENTRO
R ANITA GARIBALDI;COLISAO;20130205 09:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R JOSE DE ALENCAR;ABALROAMENTO;20130205 09:00;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R ATANASIO BELMONTE;CHOQUE;20130205 09:12;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
R DR MURTINHO;CHOQUE;20130205 09:40;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R FURRIEL LUIZ ANTONIO DE VARGAS;COLISAO;20130205 09:42;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R ERECHIM;COLISAO;20130205 09:50;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R DONA ZULMIRA;ABALROAMENTO;20130205 10:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV TRAMANDAI;ABALROAMENTO;20130205 10:00;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV SERTORIO;COLISAO;20130205 10:08;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
ESTR JOAO DE OLIVEIRA REMIAO;QUEDA;20130205 10:30;TERCA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R LOPES TEIXEIRA;ABALROAMENTO;20130205 10:35;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AL TRES DE OUTUBRO;ABALROAMENTO;20130205 10:45;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R ENG LUIZ ENGLERT;ABALROAMENTO;20130205 10:45;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;1;BOM;DIA;CENTRO
AV FRANCISCO SILVEIRA BITENCOURT;ABALROAMENTO;20130205 11:02;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV EDGAR PIRES DE CASTRO;NAO CADASTRADO;20130205 11:40;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R SARMENTO LEITE;COLISAO;20130205 11:48;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R MARIO DE ARTAGAO;ABALROAMENTO;20130205 12:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R MARCILIO DIAS;ABALROAMENTO;20130205 12:00;TERCA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;SUL
ESTR JOAO ANTONIO SILVEIRA;ABALROAMENTO;20130205 12:20;TERCA-FEIRA;0;0;1;1;0;0;0;0;0;1;0;0;1;BOM;DIA;SUL
AV DR CARLOS BARBOSA;ATROPELAMENTO;20130205 12:20;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R DR BARCELOS;COLISAO;20130205 13:20;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV SERTORIO;COLISAO;20130205 13:30;TERCA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R VICENTE DA FONTOURA;ABALROAMENTO;20130205 14:00;TERCA-FEIRA;2;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV DR NILO PECANHA;CHOQUE;20130205 14:10;TERCA-FEIRA;0;0;0;0;0;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
R JOAQUIM NABUCO;ABALROAMENTO;20130205 14:16;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R VICENTE DA FONTOURA;COLISAO;20130205 14:45;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
ESTR JOAO DE OLIVEIRA REMIAO;COLISAO;20130205 14:50;TERCA-FEIRA;0;0;0;0;2;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
R VICENTE DA FONTOURA;ABALROAMENTO;20130205 15:00;TERCA-FEIRA;0;0;0;0;0;1;0;0;0;1;0;0;0;BOM;DIA;SUL
AV CARNEIRO DA FONTOURA;CHOQUE;20130205 15:25;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV FARRAPOS;ABALROAMENTO;20130205 15:30;TERCA-FEIRA;1;0;0;0;0;0;0;1;0;1;1;0;0;BOM;DIA;NORTE
AV CEARA;ABALROAMENTO;20130205 15:40;TERCA-FEIRA;2;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV SENADOR SALGADO FILHO;ABALROAMENTO;20130205 15:45;TERCA-FEIRA;0;0;0;0;0;1;1;0;0;0;0;0;0;BOM;DIA;CENTRO
AV PROTASIO ALVES;ABALROAMENTO;20130205 16:00;TERCA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R PROF FREITAS E CASTRO;ABALROAMENTO;20130205 16:00;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV PRAIA DE BELAS;COLISAO;20130205 16:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R JOSE DE ALENCAR;ABALROAMENTO;20130205 16:10;TERCA-FEIRA;1;0;0;0;0;1;0;0;0;0;0;0;1;BOM;DIA;SUL
AV DR NILO PECANHA;COLISAO;20130205 17:00;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R CRUZEIRO DO SUL;COLISAO;20130205 17:20;TERCA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV MAUA;ABALROAMENTO;20130205 17:50;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV PROTASIO ALVES;CHOQUE;20130205 18:00;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
R GEN LIMA E SILVA;ATROPELAMENTO;20130205 18:00;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV IPIRANGA;CHOQUE;20130205 18:08;TERCA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV FARRAPOS;ABALROAMENTO;20130205 18:15;TERCA-FEIRA;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;NOITE;NORTE
ESTR RETIRO DA PONTA GROSSA;ABALROAMENTO;20130205 18:50;TERCA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV OTTO NIEMEYER;ABALROAMENTO;20130205 19:00;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV PRINCESA ISABEL;ABALROAMENTO;20130205 19:30;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
R DUQUE DE CAXIAS;QUEDA;20130205 19:30;TERCA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;CENTRO
AV INDEPENDENCIA;ATROPELAMENTO;20130205 19:50;TERCA-FEIRA;1;0;0;0;0;0;1;0;0;0;0;0;0;BOM;NOITE;CENTRO
VDT JOSE LOUREIRO DA SILVA;COLISAO;20130205 19:55;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV EDGAR PIRES DE CASTRO;ABALROAMENTO;20130205 20:50;TERCA-FEIRA;1;0;0;0;0;0;0;0;0;1;0;0;1;BOM;NOITE;SUL
ESTR JOAO DE OLIVEIRA REMIAO;COLISAO;20130205 22:10;TERCA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;NOITE;SUL
R CEL FEIJO;ABALROAMENTO;20130205 23:00;TERCA-FEIRA;1;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV BENTO GONCALVES;ATROPELAMENTO;20130206 00:30;QUARTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R DR CAMPOS VELHO;ABALROAMENTO;20130206 00:50;QUARTA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;NOITE;SUL
R ERECHIM;ATROPELAMENTO;20130206 01:33;QUARTA-FEIRA;2;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV EDUARDO PRADO;COLISAO;20130206 06:40;QUARTA-FEIRA;1;0;0;0;0;0;0;1;0;0;1;0;0;BOM;DIA;SUL
AV BERNARDINO SILVEIRA PASTORIZA;ABALROAMENTO;20130206 06:50;QUARTA-FEIRA;4;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV BALTAZAR DE OLIVEIRA GARCIA;COLISAO;20130206 07:15;QUARTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R DOS ANDRADAS;COLISAO;20130206 07:30;QUARTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV BERNARDINO SILVEIRA PASTORIZA;COLISAO;20130206 07:35;QUARTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV BERNARDINO SILVEIRA DE AMORIM;ABALROAMENTO;20130206 07:50;QUARTA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV IPIRANGA;ABALROAMENTO;20130206 07:50;QUARTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;CENTRO
AV FARRAPOS;COLISAO;20130206 07:55;QUARTA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV OSVALDO ARANHA;EVENTUAL;20130206 08:00;QUARTA-FEIRA;0;0;0;0;0;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R GEN RONDON;COLISAO;20130206 08:20;QUARTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV FARRAPOS;ABALROAMENTO;20130206 08:27;QUARTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV SERTORIO;ABALROAMENTO;20130206 09:00;QUARTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
R MARIO DE ARTAGAO;ABALROAMENTO;20130206 09:00;QUARTA-FEIRA;2;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;SUL
AV GOETHE;ABALROAMENTO;20130206 09:30;QUARTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
R DONA CRISTINA;CHOQUE;20130206 10:00;QUARTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R VALPARAISO;ABALROAMENTO;20130206 10:35;QUARTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV VIENA;ABALROAMENTO;20130206 10:38;QUARTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
